128.45938200000001,-31.925127
128.458045,-31.925936
128.44878199999999,-31.926818
128.446673,-31.927464
128.44520900000001,-31.928318
128.44386399999999,-31.930745
128.43987300000001,-31.932027
128.438582,-31.932891
128.436418,-31.935264
128.435327,-31.935482
128.43412699999999,-31.9352
128.42910900000001,-31.935391
128.42541800000001,-31.936618
128.42382699999999,-31.937591
128.41678200000001,-31.938036
128.41079999999999,-31.939636
128.40488199999999,-31.9434
128.4008,-31.944573
128.39451800000001,-31.945409
128.39279099999999,-31.946318
128.39037300000001,-31.948418
128.3877,-31.948618
128.38599099999999,-31.949045
128.380055,-31.952109
128.375473,-31.953
128.369955,-31.954873
128.35745499999999,-31.961136
128.35451800000001,-31.963082
128.34905499999999,-31.964445
128.34592699999999,-31.966
128.34319099999999,-31.966982
128.3409,-31.968536
128.33548200000001,-31.969864
128.33077299999999,-31.973082
128.32707300000001,-31.9736
128.32012700000001,-31.9766
128.319109,-31.978536
128.318209,-31.979027
128.313827,-31.9802
128.30860899999999,-31.979945
128.306264,-31.9802
128.30080000000001,-31.981473
128.29722699999999,-31.983191
128.29277300000001,-31.983809
128.286091,-31.985991
128.284491,-31.988264
128.28153599999999,-31.990891
128.27860899999999,-31.991582
128.27549999999999,-31.992745
128.27192700000001,-31.992573
128.26978199999999,-31.992927
128.26366400000001,-31.994845
128.2587,-31.9959
128.25233600000001,-31.998636
128.250663,-31.999591
128.248873,-32.001264
128.24785399999999,-32.001736
128.242391,-32.001873
128.23818199999999,-32.003736
128.228836,-32.004436
128.223736,-32.0056
128.21979099999999,-32.007136
128.21335500000001,-32.011164
128.21066400000001,-32.011845
128.20590000000001,-32.011873
128.20099099999999,-32.013727
128.198182,-32.015336
128.193218,-32.015745
128.188309,-32.018318
128.18456399999999,-32.018445
128.17856399999999,-32.022036
128.17589100000001,-32.022618
128.17055400000001,-32.022964
128.16544500000001,-32.024773
128.163027,-32.024973
128.156273,-32.027964
128.150282,-32.029382
128.14709999999999,-32.030491
128.14281800000001,-32.032627
128.14058199999999,-32.034618
128.139736,-32.034991
128.13471799999999,-32.036036
128.130627,-32.037682
128.12662700000001,-32.037709
128.12,-32.040045
128.11643599999999,-32.040445
128.112854,-32.042427
128.110254,-32.043282
128.10763600000001,-32.0438
128.106291,-32.043791
128.10329999999999,-32.044691
128.09672699999999,-32.047945
128.093582,-32.0501
128.08752699999999,-32.0534
128.079418,-32.055618
128.07529099999999,-32.055809
128.06751800000001,-32.057745
128.05525399999999,-32.064318
128.050736,-32.064818
128.04978199999999,-32.065145
128.04551799999999,-32.065327
128.04347300000001,-32.065691
128.04172700000001,-32.067618
128.039773,-32.068373
128.03575499999999,-32.068882
128.03238200000001,-32.068591
128.027973,-32.071145
128.02420000000001,-32.072791
128.02273600000001,-32.073873
128.01808199999999,-32.073936
128.01623699999999,-32.075009
128.011582,-32.076109
128.009782,-32.077391
128.007755,-32.076782
128.00457299999999,-32.078064
128.003309,-32.078164
128.00142700000001,-32.077809
127.99993600000001,-32.077745
127.99769999999999,-32.078982
127.993427,-32.079591
127.99177299999999,-32.080609
127.98317299999999,-32.082064
127.979609,-32.0824
127.976473,-32.084982
127.975064,-32.0854
127.972382,-32.085536
127.97071800000001,-32.0865
127.964755,-32.086718
127.9636,-32.086882
127.961754,-32.087673
127.959327,-32.087873
127.95621800000001,-32.087473
127.95021800000001,-32.0892
127.946836,-32.089818
127.943164,-32.089945
127.940482,-32.090364
127.932318,-32.092127
127.92931799999999,-32.093236
127.928555,-32.094318
127.92688200000001,-32.095445
127.925409,-32.095745
127.92210900000001,-32.095618
127.916254,-32.096382
127.91356399999999,-32.097709
127.911327,-32.097745
127.908136,-32.099391
